text,category,priority,sentiment
"Dear admin, bullying in class. Location: hostel corridor. since yesterday. Otherwise things are good, just fix this.",Harassment,Medium,Positive
"Sir, accounts office me fee receipt not generated, urgent. Thanks.",Administrative,Critical,Neutral
"Sir, There is a problem: parking is chaotic in the faculty parking. today morning. Frustrated with this.",Parking,Medium,Negative
"bus stop me college bus is always late, kindly resolve. Frustrated with this.",Transport,Medium,Negative
"Hello, academic office me results not published, occasionally. This is unacceptable.",Academic Issue,Low,Negative
"ground floor me room not cleaned for days, today morning. This is unacceptable.",Cleanliness,Medium,Negative
"Complaint: shower head broken at staff toilet, many students affected. Very disappointed.",Plumbing,High,Negative
"water not coming at Girls Hostel, today morning. Kindly resolve at earliest.",Water Supply,Medium,Neutral
"To whom it may concern, corridor is filthy. Location: washroom. medical emergency. This is unacceptable.",Cleanliness,Critical,Negative
"Sir, shower head broken at staff toilet, few hours. Bahut buri service hai.",Plumbing,Medium,Negative
"To whom it may concern, wifi disconnects every 5 minutes at library, fire. Frustrated with this.",Internet/Wifi,Critical,Negative
"Hello, There is a problem: dirty water is coming in the Room 201. kindly resolve. Bahut buri service hai.",Water Supply,Medium,Negative
"Hello, lecture hall me teacher not coming to class regularly, please look into it. Very disappointed.",Faculty Issue,Medium,Negative
"Hello, misc issue at campus, today morning. Awaiting your response.",Other,Medium,Neutral
"Sir, There is a problem: ragging by seniors in the canteen. since 4 days. Ye kya ho raha hai.",Harassment,High,Negative
"Sir, roommate issue. Location: hostel room 202. kabhi kabhi hota hai. Bahut buri service hai.",Hostel Room,Low,Negative
"Complaint: faculty parking me parking is chaotic, since yesterday. Thanks in advance.",Parking,Medium,Positive
Complaint: There is a problem: parking is chaotic in the parking lot. fire. Ye kya ho raha hai.,Parking,Critical,Negative
"broken bed at warden office, fire. Otherwise things are good, just fix this.",Hostel Room,Critical,Positive
"Hello, There is a problem: misc issue in the campus. urgent. Please look into it.",Other,Critical,Neutral
"Dear admin, lecture hall me professor not clearing doubts, today morning. This is unacceptable.",Faculty Issue,Medium,Negative
"To whom it may concern, parking is chaotic at faculty parking, occasionally. Ye kya ho raha hai.",Parking,Low,Negative
"Hello, hostel back side me garbage not collected, please look into it. This is unacceptable.",Garbage,Medium,Negative
Complaint: khana ekdum tasteless hai. Location: mess hall. kabhi kabhi hota hai. Thanks in advance.,Mess/Food,Low,Positive
"bus did not come today at campus gate, since yesterday. Thanks.",Transport,Medium,Neutral
"Dear admin, suggestion for improvement at campus, kindly resolve. Thanks.",Other,Medium,Neutral
"To whom it may concern, fire hazard in lab at library, kindly resolve. This is unacceptable.",Security/Safety,Medium,Negative
"Dear admin, lecture hall me lecture is too fast, please look into it. Thanks.",Faculty Issue,Medium,Neutral
"Hello, exam schedule clash at academic office, minor issue. Very disappointed.",Academic Issue,Low,Negative
"Sir, bike is stolen from parking. Location: hostel gate. kindly resolve. Kindly resolve at earliest.",Security/Safety,Medium,Neutral
Complaint: professor not clearing doubts. Location: class 3B. occasionally. Bahut buri service hai.,Faculty Issue,Low,Negative
"Sir, bus did not come today. Location: campus gate. since yesterday. This is unacceptable.",Transport,Medium,Negative
"Dear admin, mess hall me mess timing is wrong, few hours. Bahut buri service hai.",Mess/Food,Medium,Negative
"Complaint: dustbin overflowing at hostel back side, for 2 days. Please look into it.",Garbage,High,Neutral
Complaint: very low water pressure. Location: Hostel Block B. medical emergency. Thanks in advance.,Water Supply,Critical,Positive
"To whom it may concern, no water supply. Location: washrooms on 2nd floor. urgent. Awaiting your response.",Water Supply,Critical,Neutral
"Hello, current fluctuation is damaging appliances at Lab 2, since last week. Please look into it.",Electricity,High,Neutral
"To whom it may concern, bike is stolen from parking at library, emergency. Thanks in advance.",Security/Safety,Critical,Positive
"To whom it may concern, There is a problem: dustbin overflowing in the canteen area. please look into it. Very disappointed.",Garbage,Medium,Negative
"Hello, There is a problem: fan not working in the Hostel Block D. few hours. Frustrated with this.",Electricity,Medium,Negative
"Complaint: Room 201 me dirty water is coming, many students affected. Thanks.",Water Supply,High,Neutral
"Hello, fee receipt not generated at accounts office, since 4 days. Kindly resolve at earliest.",Administrative,High,Neutral
college bus is always late. Location: route 5. today morning. Very disappointed.,Transport,Medium,Negative
"To whom it may concern, flush not working. Location: ground floor washroom. since yesterday. Kindly resolve at earliest.",Plumbing,Medium,Neutral
There is a problem: lecture is too fast in the lecture hall. please look into it. Bahut buri service hai.,Faculty Issue,Medium,Negative
"Sir, wifi disconnects every 5 minutes at classroom, many students affected. Kindly resolve at earliest.",Internet/Wifi,High,Neutral
There is a problem: food quality is very poor in the mess hall. occasionally. Frustrated with this.,Mess/Food,Low,Negative
"Sir, computer is not turning on at computer lab, assault. Ye kya ho raha hai.",Computer/Hardware,Critical,Negative
"Dear admin, There is a problem: admission form not accepted in the accounts office. kindly resolve. Awaiting your response.",Administrative,Medium,Neutral
"Dear admin, There is a problem: cobwebs everywhere in the washroom. few hours. Otherwise things are good, just fix this.",Cleanliness,Medium,Positive
"Sir, There is a problem: cobwebs everywhere in the ground floor. urgent. Very disappointed.",Cleanliness,Critical,Negative
"Hello, academic office me attendance shortage marked wrongly, still not fixed. Very disappointed.",Academic Issue,High,Negative
someone blocked my vehicle. Location: faculty parking. assault. This is unacceptable.,Parking,Critical,Negative
"Dear admin, There is a problem: faculty is rude in the class 3B. kindly resolve. Otherwise things are good, just fix this.",Faculty Issue,Medium,Positive
"Hello, Room 305 me water not coming, since 4 days. Very disappointed.",Water Supply,High,Negative
"hostel corridor me verbal abuse from staff, since 3 days. Ye kya ho raha hai.",Harassment,High,Negative
"To whom it may concern, bijli nahi hai. Location: Library. just a suggestion. Ye kya ho raha hai.",Electricity,Low,Negative
"Dear admin, There is a problem: monitor is blank in the office. urgent. Appreciate quick action.",Computer/Hardware,Critical,Positive
"Sir, general complaint. Location: college. fire. Very disappointed.",Other,Critical,Negative
Complaint: computer is not turning on. Location: office. today morning. Please look into it.,Computer/Hardware,Medium,Neutral
"hostel room me cannot connect to campus network, kindly resolve. Kindly resolve at earliest.",Internet/Wifi,Medium,Neutral
"Hello, There is a problem: wrong marks in result in the notice board. still not fixed. Bahut buri service hai.",Academic Issue,High,Negative
"Dear admin, monitor is blank. Location: office. few hours. Ye kya ho raha hai.",Computer/Hardware,Medium,Negative
Complaint: washroom is very dirty. Location: ground floor. minor issue. This is unacceptable.,Cleanliness,Low,Negative
"Hello, verbal abuse from staff at sports ground, minor issue. Frustrated with this.",Harassment,Low,Negative
"To whom it may concern, college bus is always late at route 5, for 2 days. Bahut buri service hai.",Transport,High,Negative
"Hello, room not cleaned for days. Location: ground floor. today morning. Very disappointed.",Cleanliness,Medium,Negative
"Dear admin, sewage smell. Location: ground floor washroom. since 4 days. Ye kya ho raha hai.",Plumbing,High,Negative
"Dear admin, exam schedule clash at academic office, kindly resolve. Very disappointed.",Academic Issue,Medium,Negative
Complaint: room lock broken. Location: block C. since 3 days. Ye kya ho raha hai.,Hostel Room,High,Negative
"Sir, water not coming at Hostel Block A, kindly resolve. Frustrated with this.",Water Supply,Medium,Negative
Complaint: There is a problem: garbage not collected in the main road. someone is injured. Ye kya ho raha hai.,Garbage,Critical,Negative
"Hello, canteen me verbal abuse from staff, kabhi kabhi hota hai. Thanks.",Harassment,Low,Neutral
"Sir, canteen me harassment in hostel, urgent. Awaiting your response.",Harassment,Critical,Neutral
"Dear admin, exam schedule clash at notice board, few hours. Ye kya ho raha hai.",Academic Issue,Medium,Negative
no parking space. Location: parking lot. immediately. Very disappointed.,Parking,Critical,Negative
Complaint: There is a problem: attendance shortage marked wrongly in the academic office. many students affected. Bahut buri service hai.,Academic Issue,High,Negative
"Dear admin, strangers entering hostel at hostel gate, minor issue. Bahut buri service hai.",Security/Safety,Low,Negative
"To whom it may concern, route 5 me bus did not come today, kindly resolve. Awaiting your response.",Transport,Medium,Neutral
Complaint: dirty water is coming. Location: washrooms on 2nd floor. please look into it. Bahut buri service hai.,Water Supply,Medium,Negative
"To whom it may concern, ragging by seniors. Location: canteen. please look into it. This is unacceptable.",Harassment,Medium,Negative
"Dear admin, sports ground me verbal abuse from staff, today morning. Ye kya ho raha hai.",Harassment,Medium,Negative
"Dear admin, cobwebs everywhere. Location: corridor. medical emergency. Bahut buri service hai.",Cleanliness,Critical,Negative
"Hello, admin block me printer paper jam, no response yet. Kindly resolve at earliest.",Computer/Hardware,High,Neutral
Complaint: attendance shortage marked wrongly. Location: academic office. kindly resolve. Ye kya ho raha hai.,Academic Issue,Medium,Negative
"To whom it may concern, corridor is filthy. Location: corridor. please look into it. This is unacceptable.",Cleanliness,Medium,Negative
